school,school,sex,afe,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3
"""240""","""GP""","""F""",18,"""R""","""GT3""","""T""",3,1,"""other""","""other""","""reputation""","""mother""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",5,3,3,1,1,4,4,8,8
"""241""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,2,"""other""","""other""","""course""","""mother""",1,2,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""yes""","""no""",5,3,4,1,3,3,2,17,18
"""242""","""GP""","""M""",17,"""U""","""LE3""","""T""",2,3,"""services""","""services""","""reputation""","""father""",1,2,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""no""",5,3,3,1,3,3,0,10,11
"""243""","""GP""","""M""",18,"""U""","""LE3""","""T""",2,1,"""at_home""","""other""","""course""","""mother""",4,2,0,"""yes""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,2,4,5,3,2,9,10
"""244""","""GP""","""F""",17,"""U""","""GT3""","""A""",2,1,"""other""","""other""","""course""","""mother""",2,3,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",3,2,3,1,2,3,0,15,15
"""245""","""GP""","""F""",17,"""U""","""LE3""","""T""",4,3,"""health""","""other""","""reputation""","""father""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",3,2,3,1,2,3,0,14,12
"""246""","""GP""","""M""",17,"""R""","""GT3""","""T""",2,2,"""other""","""other""","""course""","""father""",2,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,5,2,1,1,1,0,12,13
"""247""","""GP""","""M""",17,"""U""","""GT3""","""T""",4,4,"""teacher""","""teacher""","""reputation""","""mother""",1,2,0,"""yes""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,5,5,1,3,2,0,13,13
"""248""","""GP""","""M""",16,"""U""","""GT3""","""T""",4,4,"""health""","""other""","""reputation""","""father""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,2,4,2,4,1,0,13,13
"""249""","""GP""","""M""",16,"""U""","""LE3""","""T""",1,1,"""other""","""other""","""home""","""mother""",2,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",3,4,2,1,1,5,2,9,9
"""250""","""GP""","""M""",16,"""U""","""GT3""","""T""",3,2,"""at_home""","""other""","""reputation""","""mother""",2,3,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",5,3,3,1,3,2,0,12,12
"""251""","""GP""","""M""",17,"""U""","""LE3""","""T""",2,2,"""other""","""other""","""home""","""father""",1,2,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""yes""","""yes""",4,4,2,5,5,4,0,16,16
"""252""","""GP""","""F""",16,"""U""","""GT3""","""T""",2,1,"""other""","""other""","""home""","""mother""",1,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,5,2,1,1,5,4,9,10
"""253""","""GP""","""F""",16,"""U""","""GT3""","""A""",4,1,"""other""","""other""","""home""","""mother""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",5,3,3,1,2,5,0,14,13
"""254""","""GP""","""F""",18,"""U""","""LE3""","""A""",2,4,"""services""","""other""","""course""","""mother""",2,2,1,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,3,1,1,3,18,10,10
"""255""","""GP""","""F""",18,"""U""","""LE3""","""T""",2,2,"""at_home""","""services""","""course""","""mother""",1,2,1,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""yes""",5,3,1,1,1,5,16,9,8
"""256""","""GP""","""F""",18,"""U""","""GT3""","""T""",3,3,"""other""","""other""","""course""","""mother""",2,1,1,"""no""","""no""","""no""","""no""","""yes""","""no""","""yes""","""no""",4,1,1,1,1,3,14,8,7
"""257""","""GP""","""M""",18,"""U""","""GT3""","""T""",2,2,"""other""","""at_home""","""course""","""other""",1,1,1,"""no""","""yes""","""no""","""yes""","""no""","""no""","""yes""","""yes""",4,4,3,2,2,1,26,7,8
"""258""","""GP""","""M""",17,"""U""","""GT3""","""T""",4,4,"""teacher""","""teacher""","""course""","""mother""",1,1,0,"""no""","""yes""","""no""","""yes""","""no""","""yes""","""yes""","""no""",4,2,1,1,2,5,6,10,8
"""259""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,2,"""other""","""other""","""course""","""father""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""","""no""",5,4,2,1,1,3,4,14,14
"""260""","""GP""","""F""",17,"""U""","""LE3""","""T""",1,1,"""at_home""","""at_home""","""course""","""mother""",1,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,2,1,2,4,10,11,10
"""261""","""GP""","""F""",16,"""U""","""GT3""","""T""",1,2,"""other""","""other""","""course""","""mother""",1,1,0,"""no""","""no""","""no""","""no""","""yes""","""no""","""yes""","""no""",5,3,5,1,2,5,4,12,11
"""262""","""GP""","""F""",17,"""R""","""GT3""","""T""",2,1,"""at_home""","""services""","""course""","""mother""",3,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""","""no""",2,1,1,1,1,3,2,13,13
"""263""","""GP""","""F""",17,"""R""","""LE3""","""A""",1,4,"""other""","""other""","""course""","""other""",4,1,1,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,5,4,1,1,5,14,9,9
"""264""","""GP""","""M""",18,"""U""","""GT3""","""T""",2,2,"""other""","""services""","""reputation""","""father""",1,2,0,"""no""","""no""","""no""","""no""","""yes""","""no""","""yes""","""no""",5,5,4,3,5,2,16,8,7
"""265""","""GP""","""F""",17,"""U""","""LE3""","""A""",2,2,"""other""","""other""","""home""","""mother""",1,1,1,"""no""","""yes""","""no""","""no""","""no""","""no""","""yes""","""no""",3,1,2,1,1,1,8,11,9
"""266""","""GP""","""F""",17,"""R""","""LE3""","""T""",1,1,"""at_home""","""other""","""course""","""mother""",2,3,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,3,1,3,5,4,15,14
"""267""","""GP""","""F""",17,"""U""","""LE3""","""A""",4,2,"""teacher""","""other""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""no""","""no""",4,3,2,1,1,4,4,15,14
"""268""","""GP""","""M""",17,"""U""","""LE3""","""T""",4,3,"""health""","""other""","""course""","""mother""",2,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",2,5,5,1,4,5,8,15,15
"""269""","""GP""","""M""",17,"""R""","""LE3""","""A""",4,4,"""teacher""","""other""","""course""","""mother""",2,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",3,3,3,2,3,4,0,12,12
"""270""","""GP""","""M""",16,"""U""","""LE3""","""T""",4,3,"""teacher""","""other""","""course""","""mother""",1,1,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""yes""","""no""",5,4,5,1,1,3,7,14,14
"""271""","""GP""","""M""",16,"""U""","""GT3""","""T""",4,4,"""services""","""services""","""course""","""mother""",1,1,0,"""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""","""no""",5,3,2,1,2,5,4,14,15
"""272""","""GP""","""F""",17,"""U""","""GT3""","""T""",4,4,"""teacher""","""services""","""course""","""mother""",1,2,0,"""no""","""yes""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""",5,3,1,1,4,5,2,11,11
"""273""","""GP""","""M""",17,"""R""","""GT3""","""T""",1,1,"""other""","""other""","""home""","""father""",2,3,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""",4,3,3,1,1,1,2,13,14
"""274""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,3,"""services""","""other""","""home""","""mother""",2,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,2,2,2,3,5,10,11,11
"""275""","""GP""","""F""",17,"""U""","""GT3""","""T""",1,1,"""at_home""","""other""","""course""","""mother""",1,2,0,"""yes""","""no""","""no""","""no""","""no""","""yes""","""no""","""yes""",4,3,2,1,1,4,10,10,9
"""276""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,1,"""other""","""other""","""course""","""other""",2,3,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""yes""",4,4,4,1,1,3,10,12,10
"""277""","""GP""","""M""",16,"""U""","""GT3""","""T""",2,1,"""other""","""other""","""course""","""mother""",3,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,3,1,1,4,7,15,16
"""278""","""GP""","""F""",17,"""U""","""GT3""","""T""",1,1,"""other""","""services""","""course""","""father""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",4,3,4,1,2,5,4,11,10
"""279""","""GP""","""M""",17,"""U""","""GT3""","""T""",2,3,"""other""","""other""","""course""","""father""",2,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,2,2,1,1,2,2,9,12
"""280""","""GP""","""M""",22,"""U""","""GT3""","""T""",3,1,"""services""","""services""","""other""","""mother""",1,1,3,"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""yes""",5,4,5,5,5,1,12,7,8
"""281""","""GP""","""M""",18,"""R""","""LE3""","""T""",3,3,"""other""","""services""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,3,3,1,3,5,8,10,9
"""282""","""GP""","""M""",16,"""U""","""GT3""","""T""",0,2,"""other""","""other""","""other""","""mother""",1,1,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""no""",4,3,2,2,4,5,0,11,12
"""283""","""GP""","""M""",18,"""U""","""GT3""","""T""",3,2,"""services""","""other""","""course""","""mother""",2,1,0,"""no""","""no""","""no""","""no""","""yes""","""no""","""yes""","""no""",4,4,5,2,4,5,8,7,8
"""284""","""GP""","""M""",16,"""U""","""GT3""","""T""",3,3,"""at_home""","""other""","""reputation""","""other""",3,2,1,"""yes""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""no""",5,3,3,1,3,2,4,9,11
"""285""","""GP""","""M""",18,"""U""","""GT3""","""T""",2,1,"""services""","""services""","""other""","""mother""",1,1,2,"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""",3,2,5,2,5,5,4,7,8
"""286""","""GP""","""M""",16,"""R""","""GT3""","""T""",2,1,"""other""","""other""","""course""","""mother""",2,1,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""no""","""no""",3,3,2,1,3,3,2,14,13
"""287""","""GP""","""M""",17,"""R""","""GT3""","""T""",2,1,"""other""","""other""","""course""","""mother""",1,1,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""no""",4,4,2,2,4,5,0,12,12
"""288""","""GP""","""M""",17,"""U""","""LE3""","""T""",1,1,"""health""","""other""","""course""","""mother""",2,1,1,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,4,4,1,2,5,0,9,10
"""289""","""GP""","""F""",18,"""U""","""LE3""","""A""",2,1,"""other""","""other""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""yes""",4,3,4,1,3,5,2,12,12
"""290""","""GP""","""F""",17,"""U""","""LE3""","""T""",4,2,"""teacher""","""services""","""reputation""","""mother""",1,4,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,2,3,1,1,4,2,14,15
"""291""","""GP""","""F""",19,"""U""","""GT3""","""T""",2,2,"""services""","""services""","""home""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,3,1,1,5,0,10,10
"""292""","""GP""","""M""",18,"""U""","""LE3""","""T""",2,1,"""services""","""other""","""course""","""mother""",3,2,1,"""no""","""no""","""no""","""yes""","""no""","""no""","""yes""","""no""",4,4,5,4,4,5,4,11,10
"""293""","""GP""","""F""",17,"""R""","""GT3""","""T""",4,2,"""other""","""other""","""course""","""mother""",1,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,4,1,3,5,2,11,12
"""294""","""GP""","""F""",18,"""U""","""LE3""","""T""",1,1,"""other""","""at_home""","""home""","""mother""",1,3,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",4,4,3,2,3,3,4,11,12
"""295""","""GP""","""F""",18,"""R""","""GT3""","""T""",2,2,"""other""","""other""","""home""","""mother""",1,2,0,"""yes""","""no""","""no""","""no""","""yes""","""yes""","""no""","""no""",3,2,3,1,1,5,4,11,11
"""296""","""GP""","""M""",19,"""U""","""LE3""","""A""",4,3,"""services""","""at_home""","""reputation""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,1,1,1,1,4,11,13
"""297""","""GP""","""M""",18,"""U""","""GT3""","""T""",2,1,"""other""","""other""","""home""","""mother""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,2,4,1,2,4,2,16,16
"""298""","""GP""","""M""",17,"""R""","""GT3""","""T""",2,2,"""other""","""services""","""other""","""mother""",2,1,0,"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",5,2,2,1,1,4,0,9,10
"""299""","""GP""","""F""",17,"""U""","""LE3""","""T""",2,2,"""services""","""services""","""course""","""father""",1,4,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",3,4,1,1,1,2,2,10,11
"""300""","""GP""","""F""",20,"""R""","""GT3""","""T""",2,1,"""other""","""other""","""course""","""other""",2,2,0,"""no""","""yes""","""yes""","""yes""","""yes""","""no""","""yes""","""yes""",1,2,3,1,2,2,8,10,12
"""301""","""GP""","""F""",18,"""U""","""GT3""","""T""",4,3,"""services""","""other""","""home""","""father""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",3,1,2,1,3,2,2,15,15
"""302""","""GP""","""M""",18,"""U""","""GT3""","""T""",4,3,"""teacher""","""other""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""no""",4,3,2,1,1,3,2,10,10
"""303""","""GP""","""M""",18,"""R""","""GT3""","""T""",3,2,"""other""","""other""","""course""","""mother""",1,3,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""no""","""no""",5,3,2,1,1,3,2,10,11
"""304""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,3,"""other""","""other""","""home""","""mother""",1,3,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""no""","""no""",3,2,3,1,1,4,2,15,12
"""305""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,2,"""at_home""","""services""","""home""","""mother""",1,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,3,1,1,3,0,11,12
"""306""","""GP""","""M""",17,"""U""","""GT3""","""T""",2,2,"""other""","""other""","""home""","""father""",2,1,0,"""no""","""no""","""no""","""no""","""yes""","""no""","""yes""","""no""",4,4,4,2,3,4,8,8,8
"""307""","""GP""","""M""",18,"""R""","""LE3""","""A""",3,4,"""other""","""other""","""reputation""","""mother""",2,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,2,5,3,4,1,6,15,16
"""308""","""GP""","""M""",17,"""U""","""GT3""","""T""",3,1,"""services""","""other""","""other""","""mother""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",5,4,4,3,4,5,0,11,11
"""309""","""GP""","""F""",18,"""R""","""GT3""","""T""",4,4,"""teacher""","""other""","""reputation""","""mother""",2,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,4,2,2,4,8,10,11
"""310""","""GP""","""M""",18,"""U""","""GT3""","""T""",4,2,"""health""","""other""","""reputation""","""father""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",5,4,5,1,3,5,4,10,12
"""311""","""GP""","""F""",18,"""R""","""GT3""","""T""",2,1,"""other""","""other""","""reputation""","""mother""",2,2,0,"""no""","""yes""","""no""","""no""","""yes""","""no""","""yes""","""yes""",4,3,5,1,2,3,12,8,9
"""312""","""GP""","""F""",19,"""U""","""GT3""","""T""",3,3,"""other""","""services""","""home""","""other""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,5,3,3,5,16,11,12
"""313""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,3,"""other""","""services""","""reputation""","""father""",1,4,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,5,5,1,3,2,10,16,16
"""314""","""GP""","""F""",18,"""U""","""LE3""","""T""",1,1,"""other""","""other""","""home""","""mother""",2,2,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",4,4,3,1,1,3,2,13,13
"""315""","""GP""","""M""",17,"""R""","""GT3""","""T""",1,2,"""at_home""","""at_home""","""home""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""no""","""yes""","""no""","""yes""",3,5,2,2,2,1,2,16,17
"""316""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,1,"""other""","""other""","""home""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,2,5,1,2,1,8,14,14
"""317""","""GP""","""F""",17,"""U""","""GT3""","""T""",2,4,"""at_home""","""health""","""reputation""","""mother""",2,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,3,3,1,1,1,6,15,16
"""318""","""GP""","""F""",17,"""U""","""LE3""","""T""",2,2,"""services""","""other""","""course""","""mother""",2,2,0,"""yes""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,4,4,2,3,5,6,12,12
"""319""","""GP""","""F""",18,"""R""","""GT3""","""A""",3,2,"""other""","""services""","""home""","""mother""",2,2,0,"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""yes""",4,1,1,1,1,5,15,12,9
"""320""","""GP""","""M""",18,"""U""","""GT3""","""T""",4,4,"""teacher""","""services""","""home""","""mother""",2,1,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",3,2,4,1,4,3,6,11,12
"""321""","""GP""","""F""",18,"""U""","""GT3""","""T""",4,4,"""health""","""health""","""reputation""","""father""",1,2,1,"""yes""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",2,4,4,1,1,4,2,14,12
"""322""","""GP""","""F""",17,"""U""","""GT3""","""T""",2,2,"""other""","""services""","""reputation""","""father""",3,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,2,3,1,1,1,8,13,15
"""323""","""GP""","""F""",19,"""R""","""GT3""","""T""",3,2,"""services""","""services""","""reputation""","""father""",1,2,1,"""yes""","""yes""","""no""","""no""","""yes""","""no""","""yes""","""no""",3,3,3,4,3,3,0,9,8
"""324""","""GP""","""M""",18,"""U""","""LE3""","""T""",4,3,"""teacher""","""services""","""course""","""mother""",2,1,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,2,3,1,2,1,0,10,10
"""325""","""GP""","""M""",18,"""U""","""GT3""","""T""",1,2,"""at_home""","""other""","""home""","""other""",2,1,0,"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""",3,4,4,2,4,4,10,10,10
"""326""","""GP""","""M""",17,"""U""","""LE3""","""A""",4,1,"""services""","""other""","""home""","""mother""",2,1,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,5,4,2,4,5,22,11,11
"""327""","""GP""","""M""",17,"""U""","""LE3""","""A""",3,2,"""teacher""","""services""","""home""","""mother""",1,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,4,4,3,4,3,18,13,13
"""328""","""GP""","""F""",18,"""R""","""LE3""","""T""",1,1,"""at_home""","""other""","""reputation""","""mother""",2,4,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""no""","""no""",5,2,2,1,1,3,2,17,17
"""329""","""GP""","""F""",18,"""U""","""GT3""","""T""",1,1,"""other""","""other""","""home""","""mother""",2,2,0,"""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,4,4,1,1,4,0,12,13
"""330""","""GP""","""F""",17,"""U""","""GT3""","""T""",2,2,"""other""","""other""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""no""",5,4,5,1,2,5,12,12,12
"""331""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,1,"""other""","""other""","""reputation""","""mother""",2,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,1,1,1,5,10,12,13
"""332""","""GP""","""M""",17,"""U""","""GT3""","""T""",1,1,"""other""","""other""","""reputation""","""father""",1,2,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""no""",4,3,3,1,2,4,0,12,12
"""333""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,2,"""at_home""","""at_home""","""other""","""mother""",1,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,3,1,2,2,0,18,18
"""334""","""GP""","""F""",17,"""U""","""GT3""","""T""",1,1,"""services""","""teacher""","""reputation""","""mother""",1,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,3,1,1,3,0,13,13
"""335""","""GP""","""M""",18,"""U""","""GT3""","""T""",2,1,"""services""","""services""","""reputation""","""mother""",1,3,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,2,4,1,3,2,0,14,15
"""336""","""GP""","""M""",18,"""U""","""LE3""","""A""",4,4,"""teacher""","""teacher""","""reputation""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,4,3,1,1,2,0,17,17
"""337""","""GP""","""M""",18,"""U""","""GT3""","""T""",4,2,"""teacher""","""other""","""home""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,2,1,4,5,2,15,16
"""338""","""GP""","""F""",17,"""U""","""GT3""","""T""",4,3,"""health""","""services""","""reputation""","""mother""",1,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,2,2,1,2,3,0,17,18
"""339""","""GP""","""F""",17,"""R""","""LE3""","""T""",3,1,"""services""","""other""","""reputation""","""mother""",2,4,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",3,1,2,1,1,3,0,18,19
"""340""","""GP""","""M""",18,"""R""","""LE3""","""T""",3,2,"""services""","""other""","""reputation""","""mother""",2,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,4,2,1,1,4,0,14,15
"""341""","""GP""","""M""",17,"""U""","""GT3""","""T""",3,3,"""health""","""other""","""home""","""mother""",1,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,4,3,1,3,5,0,14,15
"""342""","""GP""","""F""",19,"""U""","""GT3""","""T""",4,4,"""health""","""other""","""reputation""","""other""",2,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",2,3,4,2,3,2,2,14,13
"""343""","""GP""","""F""",18,"""U""","""LE3""","""T""",4,3,"""other""","""other""","""home""","""other""",2,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,4,5,1,2,2,0,13,14
"""344""","""GP""","""F""",18,"""U""","""GT3""","""T""",4,3,"""other""","""other""","""reputation""","""father""",1,4,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,3,1,1,3,0,16,17
"""345""","""GP""","""M""",18,"""U""","""LE3""","""T""",4,4,"""teacher""","""teacher""","""home""","""mother""",1,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",1,4,2,2,2,1,0,18,18
"""346""","""GP""","""F""",18,"""U""","""LE3""","""A""",4,4,"""health""","""other""","""home""","""mother""",1,2,0,"""no""","""yes""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""",4,2,4,1,1,4,0,14,15
"""347""","""GP""","""M""",17,"""U""","""LE3""","""T""",4,4,"""other""","""teacher""","""home""","""father""",2,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,1,1,2,2,5,0,12,13
"""348""","""GP""","""F""",17,"""R""","""GT3""","""T""",4,4,"""services""","""services""","""reputation""","""mother""",2,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,3,4,1,1,5,0,7,7
"""349""","""GP""","""F""",17,"""U""","""GT3""","""T""",4,2,"""other""","""other""","""reputation""","""mother""",2,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,3,1,1,3,0,16,16
"""350""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,2,"""health""","""health""","""reputation""","""father""",1,4,0,"""no""","""yes""","""no""","""yes""","""no""","""yes""","""yes""","""no""",5,2,2,1,2,5,0,18,18
"""351""","""GP""","""M""",19,"""R""","""LE3""","""T""",2,1,"""at_home""","""services""","""course""","""mother""",2,3,1,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,1,1,1,5,0,9,10
"""352""","""GP""","""M""",20,"""U""","""GT3""","""A""",3,2,"""services""","""other""","""course""","""other""",1,1,2,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""","""no""",5,5,3,1,1,5,0,14,15
"""353""","""GP""","""M""",19,"""R""","""GT3""","""T""",3,3,"""other""","""services""","""reputation""","""father""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""","""yes""",4,5,3,1,2,5,0,10,10
"""354""","""GP""","""F""",18,"""U""","""GT3""","""T""",1,4,"""other""","""teacher""","""home""","""mother""",1,2,0,"""yes""","""yes""","""no""","""no""","""no""","""yes""","""no""","""yes""",3,4,4,1,2,5,2,10,10
"""355""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,1,"""services""","""other""","""course""","""mother""",2,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,3,3,1,2,1,2,12,12
"""356""","""GP""","""F""",17,"""U""","""GT3""","""T""",2,3,"""other""","""other""","""course""","""father""",2,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,2,1,1,1,3,2,11,12
"""357""","""GP""","""F""",17,"""R""","""GT3""","""T""",4,4,"""teacher""","""teacher""","""course""","""mother""",1,1,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,4,4,1,1,5,2,15,16
"""358""","""GP""","""F""",18,"""U""","""GT3""","""T""",4,3,"""other""","""other""","""course""","""mother""",1,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,4,1,1,5,2,14,15
"""359""","""GP""","""F""",18,"""U""","""LE3""","""T""",4,3,"""health""","""services""","""course""","""mother""",2,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",3,2,4,1,4,1,8,12,12
